"phrase_id","phrase_text","phrase_text_lower"
"2482","Determines whether surfers can change their email address.","determines whether surfers can change their email address."
"2483","Password verification","password verification"
"2484","Email verification","email verification"
"2485","Email address exists","email address exists"
"2486","Change email","change email"
"2487","Mail","mail"
"2488","Login page ID","login page id"
"2489","Login Page-ID","login page-id"
"2490","The login page is used to confirm the email change.","the login page is used to confirm the email change."
"2491","Input mandatory","input mandatory"
"2492","No valid recepient specified","no valid recepient specified"
"2493","CSS Class","css class"
"2494","Can't delete category with existing fields.","can't delete category with existing fields."
"2495","globally allowed","globally allowed"
"2496","Caption","caption"
"2497","Robots","robots"
"2498","Show Toolbar","show toolbar"
"2499","Resizable","resizable"
"2500","Scrollbars","scrollbars"
"2501","Link Caption","link caption"
"2502","Window Name","window name"
"2503","Use Popup","use popup"
"2504","Text after","text after"
"2505","Text before","text before"
"2506","Mandatory fields","mandatory fields"
"2507","No translation for this date (%s) is set currently for the %s language. Should it be created?","no translation for this date (%s) is set currently for the %s language. should it be created?"
"2508","No translation for this regular date (%s) is set currently for the %s language. Should it be created?","no translation for this regular date (%s) is set currently for the %s language. should it be created?"
"2509","when","when"
"2510","Calendar date ""%s"" modified.","calendar date ""%s"" modified."
"2511","Calendar date ""%s"" (%s) translation modified.","calendar date ""%s"" (%s) translation modified."
"2512","Date has been deleted successfully.","date has been deleted successfully."
"2513","Do you really want to delete date ""%s""?","do you really want to delete date ""%s""?"
"2514","Really delete this regular date ""%s (%s)""?","really delete this regular date ""%s (%s)""?"
"2515","Repeat (days)","repeat (days)"
"2516","No content module selected! Please select a content module first.","no content module selected! please select a content module first."
"2517","Regulary date ""%s"" changed.","regulary date ""%s"" changed."
"2518","No single dates have been created yet. Please click 'create dates' to create single dates from this regular calendar entry.","no single dates have been created yet. please click 'create dates' to create single dates from this regular calendar entry."
"2519","Removed date from ignore list.","removed date from ignore list."
"2520","Removed date from ignore list. In case you want to restore the date, please click on 'Create dates'.","removed date from ignore list. in case you want to restore the date, please click on 'create dates'."
"2522","English (en-US)","english (en-us)"
"2523","Cut Forum","cut forum"
"2524","Catalog Information","catalog information"
"2525","Synonym","synonym"
"2526","New type","new type"
"2527","Glyph","glyph"
"2528","Host","host"
"2530","%s pasted.","%s pasted."
"2531","Delete catalog ""%s"" (%s)?","delete catalog ""%s"" (%s)?"
"2532","%s cut out.","%s cut out."
"2533","Paste forum","paste forum"
"2534","Add Link","add link"
"2535","You must select a catalog first","you must select a catalog first"
"2536","Cut Thread","cut thread"
"2537","Paste thread","paste thread"
"2538","Last Entries","last entries"
"2539","New entry saved.","new entry saved."
"2540","Todo reminder: %s","todo reminder: %s"
"2541","Fix extension","fix extension"
"2542","Mimetype ""%s"" (#%d) updated.","mimetype ""%s"" (#%d) updated."
"2543","Stopword","stopword"
"2544","Ham","ham"
"2545","Spam","spam"
"2546","Probability","probability"
"2547","Ignore word","ignore word"
"2548","Words - Top 20","words - top 20"
"2549","Very large words","very large words"
"2550","Large words","large words"
"2551","Small words","small words"
"2552","Delete login try list","delete login try list"
"2553","Rated words","rated words"
"2554","Ignored Words","ignored words"
"2555","This is spam?","this is spam?"
"2556","Delete entry?","delete entry?"
"2557","Word added to stopword list.","word added to stopword list."
"2558","This is not spam?","this is not spam?"
"2559","Message rated.","message rated."
"2560","Word modified.","word modified."
"2561","User deleted.","user deleted."
"2562","Backend Language","backend language"
"2563","Protocol is empty.","protocol is empty."
"2564","IP added to blacklist.","ip added to blacklist."
"2565","Delete all events of selected type","delete all events of selected type"
"2566","Delete login try list?","delete login try list?"
"2567","List deleted.","list deleted."
"2568","Database error.","database error."
"2569","Database value","database value"
"2570","Active Value","active value"
"2571","Parent page","parent page"
"2572","New comment","new comment"
"2573","Always Load","always load"
"2574","Table ""%s"" created.","table ""%s"" created."
"2575","Selected module enabled.","selected module enabled."
"2576","Selected module disabled.","selected module disabled."
"2578","Answer text","answer text"
"2579","Add subgroup","add subgroup"
"2580","Per line","per line"
"2581","Invalid file type","invalid file type"
"2582","Login caption","login caption"
"2583","Registration caption","registration caption"
"2584","Register page","register page"
"2585","Needs community module registration page.","needs community module registration page."
"2586","Needs community module login page.","needs community module login page."
"2587","Can contain {%LOGIN%} and {%REGISTER%}.","can contain {%login%} and {%register%}."
"2588","Not logged in","not logged in"
"2589","Maximum files uploaded","maximum files uploaded"
"2590","no temporary path","no temporary path"
"2591","File not complete","file not complete"
"2592","Not Logged On","not logged on"
"2593","No file","no file"
"2594","Maximum uploaded files permitted","maximum uploaded files permitted"
"4424","Success messages","success messages"
"2596","Uploaded","uploaded"
"2597","Upload button","upload button"
"2598","Description field","description field"
"2599","Title field","title field"
"2600","File field","file field"
"2601","Box","box"
"2602","No module/view selected.","no module/view selected."
"2603","request@domain.tld","request@domain.tld"
"2604","Downloads","downloads"
"2605","Sort order","sort order"
"2606","Sort type","sort type"
"2607","Thumbnail height","thumbnail height"
"2608","Thumbnail width","thumbnail width"
"2609","Thumbnail count","thumbnail count"
"2610","Generated form field for sender's name.","generated form field for sender's name."
"2611","Generated form field for sender's email address.","generated form field for sender's email address."
"2612","Email field text","email field text"
"2613","A new %s has been created.","a new %s has been created."
"2614","Add forum","add forum"
"2615","Do you really want to delete this category?","do you really want to delete this category?"
"2616","Delete topic","delete topic"
"2617","Cut topic","cut topic"
"2618","Add thread","add thread"
"2619","Moderators","moderators"
"2620","Add topic","add topic"
"2621","The topic has been modified.","the topic has been modified."
"2622","A new topic has been created.","a new topic has been created."
"2623","The forum has been modified.","the forum has been modified."
"2624","A new forum has been created.","a new forum has been created."
"2625","No file selected.","no file selected."
"2626","Specified page doesn't exist.","specified page doesn't exist."
"2627","Offline","offline"
"2628","Online","online"
"2629","Online Status","online status"
"2630","No files to upload!","no files to upload!"
"2631","Starting upload...","starting upload..."
"2632","Processing upload.","processing upload."
"2633","Uploading, please wait.","uploading, please wait."
"2634","Waiting for upload to begin.","waiting for upload to begin."
"2635","Template directory","template directory"
"2636","Select image","select image"
"2637","Select file","select file"
"2638","Add FAQ","add faq"
"2639","FAQ deleted.","faq deleted."
"2640","Delete FAQ ""%s"" (%s)?","delete faq ""%s"" (%s)?"
"2641","Add comment","add comment"
"2642","This page has currently no formatted output - showing XML.","this page has currently no formatted output - showing xml."
"2643","Select page","select page"
"2644","Sorry, but you have no Flash installed.","sorry, but you have no flash installed."
"2645","FAQ added.","faq added."
"2646","FAQ group added.","faq group added."
"2647","New FAQ group","new faq group"
"2648","FAQ","faq"
"2649","FAQ group deleted.","faq group deleted."
"2650","Delete FAQ group ""%s"" (%s)?","delete faq group ""%s"" (%s)?"
"2651","Add FAQ group","add faq group"
"2652","FAQ group","faq group"
"2653","Comment deleted.","comment deleted."
"2654","Delete comment ""%s"" (%s)?","delete comment ""%s"" (%s)?"
"2655","Delete comment","delete comment"
"2656","Comment added.","comment added."
"2657","Link added.","link added."
"2658","Delete Link ""%s"" (%s)?","delete link ""%s"" (%s)?"
